postcode,prefecture,city,ward
3380007,Saitama Ken,Saitama Shi,Ennami
3380012,Saitama Ken,Saitama Shi,Oto
3380013,Saitama Ken,Saitama Shi,Suzuya
3380815,Saitama Ken,Saitama Shi,Goseki
3380824,Saitama Ken,Saitama Shi,Kamiokubo
3380832,Saitama Ken,Saitama Shi,Nishibori
3380836,Saitama Ken,Saitama Shi,Machiya
3380837,Saitama Ken,Saitama Shi,Tajima
3390002,Saitama Ken,Saitama Shi,Urajionji
3390004,Saitama Ken,Saitama Shi,Tokuriki
3390008,Saitama Ken,Saitama Shi,Omotejionji
3390009,Saitama Ken,Saitama Shi,Jionji
3390011,Saitama Ken,Saitama Shi,Nagamiya
3390031,Saitama Ken,Saitama Shi,Iizuka
3390034,Saitama Ken,Saitama Shi,Sasakubo
3390043,Saitama Ken,Saitama Shi,Jonan
3390044,Saitama Ken,Saitama Shi,Shimpukuji
3390052,Saitama Ken,Saitama Shi,Ota
3390054,Saitama Ken,Saitama Shi,Nakacho
3390061,Saitama Ken,Saitama Shi,Iwatsuki
3390074,Saitama Ken,Saitama Shi,Honjuku
3400001,Saitama Ken,Soka Shi,Kakinokicho
3400002,Saitama Ken,Soka Shi,Aoyagi
3400013,Saitama Ken,Soka Shi,Matsue
3400022,Saitama Ken,Soka Shi,Sezaki
3400024,Saitama Ken,Soka Shi,Yatsuka Kamicho
3400027,Saitama Ken,Soka Shi,Ryoshinden Nishicho
3400033,Saitama Ken,Soka Shi,Yanagishimacho
3400034,Saitama Ken,Soka Shi,Hikawacho
3400041,Saitama Ken,Soka Shi,Matsubara
3400044,Saitama Ken,Soka Shi,Hanaguri
3400051,Saitama Ken,Soka Shi,Choei
3400056,Saitama Ken,Soka Shi,Shinei
3400111,Saitama Ken,Satte Shi,Kita
3400145,Saitama Ken,Satte Shi,Hirasuka
3400162,Saitama Ken,Satte Shi,Shimokawasaki
3400164,Saitama Ken,Satte Shi,Kahinata
3400201,Saitama Ken,Kuki Shi,Happo
3400211,Saitama Ken,Kuki Shi,Ueuchi
3400213,Saitama Ken,Kuki Shi,Nakazuma
3400217,Saitama Ken,Kuki Shi,Washinomiya
3400801,Saitama Ken,Yashio Shi,Hachijo
3400802,Saitama Ken,Yashio Shi,Tsurugasone
3400808,Saitama Ken,Yashio Shi,Midoricho
3400814,Saitama Ken,Yashio Shi,Minamikawasaki
3400815,Saitama Ken,Yashio Shi,Yashio
3400816,Saitama Ken,Yashio Shi,Chuo
3400823,Saitama Ken,Yashio Shi,Koshinden
3410003,Saitama Ken,Misato Shi,Hikonari
3410008,Saitama Ken,Misato Shi,Komagata
3410022,Saitama Ken,Misato Shi,Ohiroto
3410041,Saitama Ken,Misato Shi,Hanawada
3410043,Saitama Ken,Misato Shi,Sakae
3410053,Saitama Ken,Misato Shi,Hikokura
3410054,Saitama Ken,Misato Shi,Izumi
3420017,Saitama Ken,Yoshikawa Shi,Kamisasazuka
3420035,Saitama Ken,Yoshikawa Shi,Takahisa
3420038,Saitama Ken,Yoshikawa Shi,Minami
3420041,Saitama Ken,Yoshikawa Shi,Ho
3430002,Saitama Ken,Koshigaya Shi,Hirakata
3430003,Saitama Ken,Koshigaya Shi,Funato
3430004,Saitama Ken,Koshigaya Shi,Omatsu
3430008,Saitama Ken,Koshigaya Shi,Oyoshi
3430011,Saitama Ken,Koshigaya Shi,Mashibayashi
3430014,Saitama Ken,Koshigaya Shi,Miyamae
3430023,Saitama Ken,Koshigaya Shi,Higashikoshigaya
3430024,Saitama Ken,Koshigaya Shi,Koshigaya
3430025,Saitama Ken,Koshigaya Shi,Osawa
3430032,Saitama Ken,Koshigaya Shi,Fukuroyama
3430034,Saitama Ken,Koshigaya Shi,Otake
3430036,Saitama Ken,Koshigaya Shi,Sannomiya
3430037,Saitama Ken,Koshigaya Shi,Ommashinden
3430042,Saitama Ken,Koshigaya Shi,Sengendaihigashi
3430044,Saitama Ken,Koshigaya Shi,Odomari
3430106,Saitama Ken,Kitakatsushika Gun,Okawado
3430114,Saitama Ken,Kitakatsushika Gun,Yumeminohigashi
3430115,Saitama Ken,Kitakatsushika Gun,Kamiakaiwa
3430801,Saitama Ken,Koshigaya Shi,Nojima
3430805,Saitama Ken,Koshigaya Shi,Shimmeicho
3430823,Saitama Ken,Koshigaya Shi,Sagamicho
3430827,Saitama Ken,Koshigaya Shi,Kawayanagicho
3430828,Saitama Ken,Koshigaya Shi,Reikutaun
3430844,Saitama Ken,Koshigaya Shi,Omanocho
3430845,Saitama Ken,Koshigaya Shi,Minamikoshigaya
3430851,Saitama Ken,Koshigaya Shi,Shichizacho
3430855,Saitama Ken,Koshigaya Shi,Nishiarai
3430856,Saitama Ken,Koshigaya Shi,Yanakacho
3440002,Saitama Ken,Kasukabe Shi,Hiro
3440005,Saitama Ken,Kasukabe Shi,Hibori
3440006,Saitama Ken,Kasukabe Shi,Hatchome
3440013,Saitama Ken,Kasukabe Shi,Choshiguchi
3440026,Saitama Ken,Kasukabe Shi,Takesatonakano
3440034,Saitama Ken,Kasukabe Shi,Susukiya
3440037,Saitama Ken,Kasukabe Shi,Kamiomashishinden
3440038,Saitama Ken,Kasukabe Shi,Onuma
3440048,Saitama Ken,Kasukabe Shi,Minaminakazone
3440053,Saitama Ken,Kasukabe Shi,Umedahoncho
3440061,Saitama Ken,Kasukabe Shi,Kasukabe
3440063,Saitama Ken,Kasukabe Shi,Midoricho
3440103,Saitama Ken,Kasukabe Shi,Kamikitsuma
3440117,Saitama Ken,Kasukabe Shi,Kanasaki
3440123,Saitama Ken,Kasukabe Shi,Naganuma
3440125,Saitama Ken,Kasukabe Shi,Iinuma
3450013,Saitama Ken,Kitakatsushika Gun,Tsubaki
3450015,Saitama Ken,Kitakatsushika Gun,Narabitsuka
3450024,Saitama Ken,Kitakatsushika Gun,Tsutsumine
3450025,Saitama Ken,Kitakatsushika Gun,Seiji
3450035,Saitama Ken,Kitakatsushika Gun,Uchida
3450044,Saitama Ken,Kitakatsushika Gun,Shimono
3450814,Saitama Ken,Minamisaitama Gun,Higashi
3450815,Saitama Ken,Minamisaitama Gun,Naka
3450816,Saitama Ken,Minamisaitama Gun,Kanehara
3450823,Saitama Ken,Minamisaitama Gun,Miyashiro
3450831,Saitama Ken,Minamisaitama Gun,Suka
3460002,Saitama Ken,Kuki Shi,Noguki
3460005,Saitama Ken,Kuki Shi,Honcho
3460013,Saitama Ken,Kuki Shi,Aoba
3460014,Saitama Ken,Kuki Shi,Yoshiba
3460029,Saitama Ken,Kuki Shi,Ezura
3460031,Saitama Ken,Kuki Shi,Kukihon
3460038,Saitama Ken,Kuki Shi,Kamikiyoku
3460111,Saitama Ken,Kuki Shi,Shobucho Kamiosaki
3460115,Saitama Ken,Kuki Shi,Shobucho Obayashi
3470003,Saitama Ken,Kazo Shi,Kamihiyarikawa
3470011,Saitama Ken,Kazo Shi,Kitakobama
3470015,Saitama Ken,Kazo Shi,Minamiokuwa
3470032,Saitama Ken,Kazo Shi,Hanasaki
3470043,Saitama Ken,Kazo Shi,Mochi
3470105,Saitama Ken,Kazo Shi,Kisai
3470115,Saitama Ken,Kazo Shi,Kamitanadare
3480017,Saitama Ken,Hanyu Shi,Imaizumi
3480024,Saitama Ken,Hanyu Shi,Godo
3480026,Saitama Ken,Hanyu Shi,Shimohanyu
3480031,Saitama Ken,Hanyu Shi,Kabagasaki
3480045,Saitama Ken,Hanyu Shi,Shimoiwase
3480046,Saitama Ken,Hanyu Shi,Nakaiwase
3480055,Saitama Ken,Hanyu Shi,Hanyu
3480058,Saitama Ken,Hanyu Shi,Chuo
3490101,Saitama Ken,Hasuda Shi,Kurohama
3490115,Saitama Ken,Hasuda Shi,Hasuda
3490133,Saitama Ken,Hasuda Shi,Uruido
3490135,Saitama Ken,Hasuda Shi,Inuma
3490204,Saitama Ken,Shiraoka Shi,Shinozu
3490213,Saitama Ken,Shiraoka Shi,Takaiwa
3490215,Saitama Ken,Shiraoka Shi,Sendano
3490218,Saitama Ken,Shiraoka Shi,Shiraoka
3490223,Saitama Ken,Shiraoka Shi,Shimonoda
3491104,Saitama Ken,Kuki Shi,Kurihashi
3491121,Saitama Ken,Kuki Shi,Isaka
3491123,Saitama Ken,Kuki Shi,Magama
3491134,Saitama Ken,Kazo Shi,Kitashimoarai
3491212,Saitama Ken,Kazo Shi,Mugikura
3500001,Saitama Ken,Kawagoe Shi,Furuyakami
3500011,Saitama Ken,Kawagoe Shi,Kugedo
3500014,Saitama Ken,Kawagoe Shi,Furuichiba
3500015,Saitama Ken,Kawagoe Shi,Imaizumi
3500022,Saitama Ken,Kawagoe Shi,Konakai
3500035,Saitama Ken,Kawagoe Shi,Nishikosembamachi
3500036,Saitama Ken,Kawagoe Shi,Kosembamachi
3500041,Saitama Ken,Kawagoe Shi,Rokkemmachi
3500052,Saitama Ken,Kawagoe Shi,Miyashitamachi
3500053,Saitama Ken,Kawagoe Shi,Kuruwamachi
3500064,Saitama Ken,Kawagoe Shi,Suehirocho
3500128,Saitama Ken,Hiki Gun,Shiroinuma
3500158,Saitama Ken,Hiki Gun,Igusa
3500165,Saitama Ken,Hiki Gun,Nakayama
3500209,Saitama Ken,Sakado Shi,Tsukagoshi
3500212,Saitama Ken,Sakado Shi,Ishii
3500214,Saitama Ken,Sakado Shi,Chiyoda
3500221,Saitama Ken,Sakado Shi,Kamakuracho
3500226,Saitama Ken,Sakado Shi,Honcho
3500231,Saitama Ken,Sakado Shi,Izumicho
3500238,Saitama Ken,Sakado Shi,Asaba
3500245,Saitama Ken,Sakado Shi,Yokkaichiba
3500246,Saitama Ken,Sakado Shi,Tawame
3500255,Saitama Ken,Sakado Shi,Joganji
3500271,Saitama Ken,Sakado Shi,Kamiyoshida
3500303,Saitama Ken,Hiki Gun,Kumai
3500313,Saitama Ken,Hiki Gun,Matsugaoka
3500404,Saitama Ken,Iruma Gun,Naruse
3500412,Saitama Ken,Iruma Gun,Nishiwada
3500417,Saitama Ken,Iruma Gun,Uenohigashi
3500434,Saitama Ken,Iruma Gun,Ichiba
3500435,Saitama Ken,Iruma Gun,Shimogawara
3500436,Saitama Ken,Iruma Gun,Kawakado
3500465,Saitama Ken,Iruma Gun,Iwainishi
3500811,Saitama Ken,Kawagoe Shi,Kozutsumi
3500815,Saitama Ken,Kawagoe Shi,Kujirai
3500822,Saitama Ken,Kawagoe Shi,Yamada
3500824,Saitama Ken,Kawagoe Shi,Ishiwaramachi
3500835,Saitama Ken,Kawagoe Shi,Ishidahongo
3501101,Saitama Ken,Kawagoe Shi,Matoba
3501113,Saitama Ken,Kawagoe Shi,Tamachi
3501114,Saitama Ken,Kawagoe Shi,Higashitamachi
3501115,Saitama Ken,Kawagoe Shi,Nodamachi
3501123,Saitama Ken,Kawagoe Shi,Wakita Honcho
3501124,Saitama Ken,Kawagoe Shi,Arajukumachi
3501126,Saitama Ken,Kawagoe Shi,Asahicho
3501133,Saitama Ken,Kawagoe Shi,Suna
3501137,Saitama Ken,Kawagoe Shi,Sunashinden
3501138,Saitama Ken,Kawagoe Shi,Nakadaimotomachi
3501141,Saitama Ken,Kawagoe Shi,Terao
3501142,Saitama Ken,Kawagoe Shi,Fujima
3501151,Saitama Ken,Kawagoe Shi,Imafuku
3501162,Saitama Ken,Kawagoe Shi,Minamiotsuka
3501166,Saitama Ken,Kawagoe Shi,Fujikura
3501175,Saitama Ken,Kawagoe Shi,Kasahata
3501176,Saitama Ken,Kawagoe Shi,Kawatsuru
3501203,Saitama Ken,Hidaka Shi,Asahigaoka
3501205,Saitama Ken,Hidaka Shi,Harajuku
3501213,Saitama Ken,Hidaka Shi,Takahagi
3501223,Saitama Ken,Hidaka Shi,Takatomi
3501227,Saitama Ken,Hidaka Shi,Onakage
3501246,Saitama Ken,Hidaka Shi,Umehara
3501255,Saitama Ken,Hidaka Shi,Musashidai
3501304,Saitama Ken,Sayama Shi,Sayamadai
3501305,Saitama Ken,Sayama Shi,Irumagawa
3501306,Saitama Ken,Sayama Shi,Fujimi
3501312,Saitama Ken,Sayama Shi,Horigane
3501315,Saitama Ken,Sayama Shi,Kitairiso
3501316,Saitama Ken,Sayama Shi,Minamiiriso
3501320,Saitama Ken,Sayama Shi,Hirosehigashi
3501323,Saitama Ken,Sayama Shi,Unoki
3501324,Saitama Ken,Sayama Shi,Inariyama
3501327,Saitama Ken,Sayama Shi,Sasai
3501333,Saitama Ken,Sayama Shi,Kamiokudomi
3501335,Saitama Ken,Sayama Shi,Kashiwabara
3501336,Saitama Ken,Sayama Shi,Kashiwabarashinden
3502201,Saitama Ken,Tsurugashima Shi,Fujimi
3502206,Saitama Ken,Tsurugashima Shi,Fujigane
3502213,Saitama Ken,Tsurugashima Shi,Suneori
3502215,Saitama Ken,Tsurugashima Shi,Minamicho
3502222,Saitama Ken,Tsurugashima Shi,Shimoshinden
3502223,Saitama Ken,Tsurugashima Shi,Takakura
3510007,Saitama Ken,Asaka Shi,Oka
3510011,Saitama Ken,Asaka Shi,Honcho
3510012,Saitama Ken,Asaka Shi,Sakaecho
3510013,Saitama Ken,Asaka Shi,Hizaori
3510015,Saitama Ken,Asaka Shi,Saiwaicho
3510023,Saitama Ken,Asaka Shi,Mizonuma
3510031,Saitama Ken,Asaka Shi,Miyado
3510102,Saitama Ken,Wako Shi,Suwa
3510104,Saitama Ken,Wako Shi,Minami
3510106,Saitama Ken,Wako Shi,Hirosawa
3510112,Saitama Ken,Wako Shi,Maruyamadai
3510115,Saitama Ken,Wako Shi,Niikura
3520001,Saitama Ken,Niiza Shi,Tohoku
3520004,Saitama Ken,Niiza Shi,Owada
3520011,Saitama Ken,Niiza Shi,Nobitome
3520013,Saitama Ken,Niiza Shi,Niizuka
3520015,Saitama Ken,Niiza Shi,Ikeda
3520023,Saitama Ken,Niiza Shi,Horinochi
3520034,Saitama Ken,Niiza Shi,Nodera
3530001,Saitama Ken,Shiki Shi,Kamimuneoka
3530003,Saitama Ken,Shiki Shi,Shimomuneoka
3530004,Saitama Ken,Shiki Shi,Honcho
3530006,Saitama Ken,Shiki Shi,Tate
3530007,Saitama Ken,Shiki Shi,Kashiwacho
3540002,Saitama Ken,Fujimi Shi,Kaminambata
3540011,Saitama Ken,Fujimi Shi,Mizuko
3540018,Saitama Ken,Fujimi Shi,Nishimizuhodai
3540023,Saitama Ken,Fujimi Shi,Suwa
3540031,Saitama Ken,Fujimi Shi,Katsuse
3540041,Saitama Ken,Iruma Gun,Fujikubo
3540044,Saitama Ken,Iruma Gun,Kitanagai
3550005,Saitama Ken,Higashimatsuyama Shi,Matsuyama
3550007,Saitama Ken,Higashimatsuyama Shi,Noda
3550016,Saitama Ken,Higashimatsuyama Shi,Zaimokucho
3550017,Saitama Ken,Higashimatsuyama Shi,Matsubacho
3550018,Saitama Ken,Higashimatsuyama Shi,Matsuyamacho
3550023,Saitama Ken,Higashimatsuyama Shi,Rokutancho
3550026,Saitama Ken,Higashimatsuyama Shi,Izumicho
3550028,Saitama Ken,Higashimatsuyama Shi,Yakyucho
3550051,Saitama Ken,Higashimatsuyama Shi,Hakusandai
3550072,Saitama Ken,Higashimatsuyama Shi,Ishibashi
3550118,Saitama Ken,Hiki Gun,Shimohosoya
3550211,Saitama Ken,Hiki Gun,Sugiyama
3550221,Saitama Ken,Hiki Gun,Sugaya
3550316,Saitama Ken,Hiki Gun,Kakuyama
3550321,Saitama Ken,Hiki Gun,Ogawa
3550328,Saitama Ken,Hiki Gun,Otsuka
3550332,Saitama Ken,Hiki Gun,Masuo
3550342,Saitama Ken,Hiki Gun,Tamagawa
3550361,Saitama Ken,Hiki Gun,Momonoki
3550373,Saitama Ken,Chichibu Gun,Okusawa
3550803,Saitama Ken,Hiki Gun,Fukuda
3550815,Saitama Ken,Hiki Gun,Tsukinowa
3560001,Saitama Ken,Fujimino Shi,Kawasaki
3560013,Saitama Ken,Fujimino Shi,Nakafukuoka
3560014,Saitama Ken,Fujimino Shi,Fukuokashinden
3560017,Saitama Ken,Fujimino Shi,Uenodai
3560036,Saitama Ken,Fujimino Shi,Minamidai
3560050,Saitama Ken,Fujimino Shi,Fujimino
3560052,Saitama Ken,Fujimino Shi,Naema
3560053,Saitama Ken,Fujimino Shi,Oi
3560054,Saitama Ken,Fujimino Shi,Oimusashino
3570006,Saitama Ken,Hanno Shi,Nakayama
3570016,Saitama Ken,Hanno Shi,Shimokaji
3570021,Saitama Ken,Hanno Shi,Namiyanagi
3570032,Saitama Ken,Hanno Shi,Honcho
3570033,Saitama Ken,Hanno Shi,Hachimancho
3570038,Saitama Ken,Hanno Shi,Nakacho
3570041,Saitama Ken,Hanno Shi,Misugidai
3570046,Saitama Ken,Hanno Shi,Azu
3570054,Saitama Ken,Hanno Shi,Shimonaotake
3570063,Saitama Ken,Hanno Shi,Hanno
3570111,Saitama Ken,Hanno Shi,Kaminaguri
3570124,Saitama Ken,Hanno Shi,Haraichiba
3570203,Saitama Ken,Hanno Shi,Nagasawa
3570211,Saitama Ken,Hanno Shi,Hiratto
3580001,Saitama Ken,Iruma Shi,Koyodai
3580003,Saitama Ken,Iruma Shi,Toyoka
3580004,Saitama Ken,Iruma Shi,Kagiyama
3580011,Saitama Ken,Iruma Shi,Shimofujisawa
3580013,Saitama Ken,Iruma Shi,Kamifujisawa
3580014,Saitama Ken,Iruma Shi,Miyadera
3580024,Saitama Ken,Iruma Shi,Kuboinari
3580026,Saitama Ken,Iruma Shi,Koyata
3580033,Saitama Ken,Iruma Shi,Sayamadai
3580043,Saitama Ken,Iruma Shi,Nishimitsugi
3580053,Saitama Ken,Iruma Shi,Bushi
3580054,Saitama Ken,Iruma Shi,Noda
3590003,Saitama Ken,Tokorozawa Shi,Nakatomiminami
3590005,Saitama Ken,Tokorozawa Shi,Kamegane
3590011,Saitama Ken,Tokorozawa Shi,Minaminagai
3590012,Saitama Ken,Tokorozawa Shi,Sakanoshita
3590021,Saitama Ken,Tokorozawa Shi,Higashitokorozawa
3590023,Saitama Ken,Tokorozawa Shi,Higashitokorozawawada
3590025,Saitama Ken,Tokorozawa Shi,Kamiyasumatsu
3590026,Saitama Ken,Tokorozawa Shi,Ushinuma
3590027,Saitama Ken,Tokorozawa Shi,Matsugo
3590042,Saitama Ken,Tokorozawa Shi,Namiki
3590044,Saitama Ken,Tokorozawa Shi,Matsubacho
3591103,Saitama Ken,Tokorozawa Shi,Koyocho
3591106,Saitama Ken,Tokorozawa Shi,Higashisayamagaoka
3591111,Saitama Ken,Tokorozawa Shi,Midoricho
3591112,Saitama Ken,Tokorozawa Shi,Izumicho
3591113,Saitama Ken,Tokorozawa Shi,Kitamachi
3591118,Saitama Ken,Tokorozawa Shi,Keyakidai
3591131,Saitama Ken,Tokorozawa Shi,Kume
3591145,Saitama Ken,Tokorozawa Shi,Yamaguchi
3591147,Saitama Ken,Tokorozawa Shi,Kotesashimotomachi
3591151,Saitama Ken,Tokorozawa Shi,Wakasa
3591152,Saitama Ken,Tokorozawa Shi,Kitano
3591153,Saitama Ken,Tokorozawa Shi,Kamiyamaguchi
3591155,Saitama Ken,Tokorozawa Shi,Kitanoshimmachi
3591164,Saitama Ken,Tokorozawa Shi,Mikajima
3591167,Saitama Ken,Tokorozawa Shi,Hayashi
3600005,Saitama Ken,Kumagaya Shi,Imai
3600012,Saitama Ken,Kumagaya Shi,Kamino
3600018,Saitama Ken,Kumagaya Shi,Chuo
3600026,Saitama Ken,Kumagaya Shi,Kuge
3600031,Saitama Ken,Kumagaya Shi,Suehiro
3600046,Saitama Ken,Kumagaya Shi,Kamakuracho
3600105,Saitama Ken,Kumagaya Shi,Itai
3600112,Saitama Ken,Kumagaya Shi,Hiharu
3600114,Saitama Ken,Kumagaya Shi,Konanchuo
3600133,Saitama Ken,Kumagaya Shi,Nakazone
3600163,Saitama Ken,Kumagaya Shi,Hiratsukashinden
3600201,Saitama Ken,Kumagaya Shi,Menuma
3600203,Saitama Ken,Kumagaya Shi,Yatogo
3600245,Saitama Ken,Kumagaya Shi,Menumakojima
3600805,Saitama Ken,Kumagaya Shi,Kaminara
3600811,Saitama Ken,Kumagaya Shi,Harajima
3600812,Saitama Ken,Kumagaya Shi,Ohara
3600816,Saitama Ken,Kumagaya Shi,Ishihara
3600825,Saitama Ken,Kumagaya Shi,Tsukimicho
3600831,Saitama Ken,Kumagaya Shi,Kubojima
3600832,Saitama Ken,Kumagaya Shi,Kojima
3600833,Saitama Ken,Kumagaya Shi,Hirose
3600835,Saitama Ken,Kumagaya Shi,Oaso
3600837,Saitama Ken,Kumagaya Shi,Kawaharaaketo
3600843,Saitama Ken,Kumagaya Shi,Mikajiri
3600847,Saitama Ken,Kumagaya Shi,Kagoharaminami
3600857,Saitama Ken,Kumagaya Shi,Nishibeppu
3610011,Saitama Ken,Gyoda Shi,Araki
3610012,Saitama Ken,Gyoda Shi,Shimosudo
3610022,Saitama Ken,Gyoda Shi,Sakuracho
3610023,Saitama Ken,Gyoda Shi,Nagano
3610025,Saitama Ken,Gyoda Shi,Sakitama
3610032,Saitama Ken,Gyoda Shi,Sama
3610052,Saitama Ken,Gyoda Shi,Hommaru
3610056,Saitama Ken,Gyoda Shi,Mochida
3610084,Saitama Ken,Gyoda Shi,Minamikawara
3620003,Saitama Ken,Ageo Shi,Sugaya
3620011,Saitama Ken,Ageo Shi,Hiratsuka
3620012,Saitama Ken,Ageo Shi,Ageoshuku
3620013,Saitama Ken,Ageo Shi,Ageomura
3620021,Saitama Ken,Ageo Shi,Haraichi
3620022,Saitama Ken,Ageo Shi,Kawarabuki
3620031,Saitama Ken,Ageo Shi,Azumacho
3620034,Saitama Ken,Ageo Shi,Atago
3620044,Saitama Ken,Ageo Shi,Oyahongo
3620045,Saitama Ken,Ageo Shi,Mukoyama
3620047,Saitama Ken,Ageo Shi,Imaizumi
3620052,Saitama Ken,Ageo Shi,Nakaarai
3620058,Saitama Ken,Ageo Shi,Ueno
3620059,Saitama Ken,Ageo Shi,Hirakata
3620064,Saitama Ken,Ageo Shi,Koshikiya
3620071,Saitama Ken,Ageo Shi,Idogi
3620072,Saitama Ken,Ageo Shi,Nakazuma
3620073,Saitama Ken,Ageo Shi,Asamadai
3620806,Saitama Ken,Kitaadachi Gun,Komuro
3620813,Saitama Ken,Kitaadachi Gun,Gakuen
3630001,Saitama Ken,Okegawa Shi,Kano
3630008,Saitama Ken,Okegawa Shi,Sakata
3630012,Saitama Ken,Okegawa Shi,Suehiro
3630021,Saitama Ken,Okegawa Shi,Izumi
3630027,Saitama Ken,Okegawa Shi,Kawataya
3640002,Saitama Ken,Kitamoto Shi,Miyauchi
3640003,Saitama Ken,Kitamoto Shi,Furuichiba
3640004,Saitama Ken,Kitamoto Shi,Yamanaka
3640014,Saitama Ken,Kitamoto Shi,Futatsuya
3640024,Saitama Ken,Kitamoto Shi,Ishito
3640026,Saitama Ken,Kitamoto Shi,Arai
3640033,Saitama Ken,Kitamoto Shi,Honcho
3650004,Saitama Ken,Konosu Shi,Sekishinden
3650032,Saitama Ken,Konosu Shi,Chuo
3650036,Saitama Ken,Konosu Shi,Tenjin
3650039,Saitama Ken,Konosu Shi,Higashi
3650043,Saitama Ken,Konosu Shi,Haramamuro
3650054,Saitama Ken,Konosu Shi,Oma
3650059,Saitama Ken,Konosu Shi,Nukata
3650062,Saitama Ken,Konosu Shi,Mida
3650064,Saitama Ken,Konosu Shi,Akamidai
3660002,Saitama Ken,Fukaya Shi,Shimotebaka
3660006,Saitama Ken,Fukaya Shi,Chiaraijima
3660016,Saitama Ken,Fukaya Shi,Arai
3660019,Saitama Ken,Fukaya Shi,Shingai
3660034,Saitama Ken,Fukaya Shi,Tokiwacho
3660035,Saitama Ken,Fukaya Shi,Harago
3660052,Saitama Ken,Fukaya Shi,Kamishibacho Nishi
3660801,Saitama Ken,Fukaya Shi,Uwanodai
3660810,Saitama Ken,Fukaya Shi,Shukune
3660811,Saitama Ken,Fukaya Shi,Hitomi
3660818,Saitama Ken,Fukaya Shi,Kayaba
3660821,Saitama Ken,Fukaya Shi,Taya
3660824,Saitama Ken,Fukaya Shi,Nishijimacho
3670002,Saitama Ken,Honjo Shi,Nitte
3670022,Saitama Ken,Honjo Shi,Hinode
3670025,Saitama Ken,Honjo Shi,Nishiikatsuko
3670032,Saitama Ken,Honjo Shi,Kurizaki
3670041,Saitama Ken,Honjo Shi,Ekinan
3670043,Saitama Ken,Honjo Shi,Midori
3670045,Saitama Ken,Honjo Shi,Kashiwa
3670054,Saitama Ken,Honjo Shi,Chiyoda
3670061,Saitama Ken,Honjo Shi,Ojima
3670119,Saitama Ken,Kodama Gun,Komaginu
3670216,Saitama Ken,Honjo Shi,Kodamacho Kanaya
3670217,Saitama Ken,Honjo Shi,Kodamacho Hachimanyama
3670232,Saitama Ken,Kodama Gun,Niisato
3680004,Saitama Ken,Chichibu Shi,Yamada
3680005,Saitama Ken,Chichibu Shi,Onohara
3680012,Saitama Ken,Chichibu Shi,Takinoemachi
3680023,Saitama Ken,Chichibu Shi,Omiya
3680032,Saitama Ken,Chichibu Shi,Kumagimachi
3680035,Saitama Ken,Chichibu Shi,Kamimachi
3680056,Saitama Ken,Chichibu Shi,Terao
3680065,Saitama Ken,Chichibu Shi,Ota
3680072,Saitama Ken,Chichibu Gun,Yokoze
3680105,Saitama Ken,Chichibu Gun,Ogano
3690112,Saitama Ken,Konosu Shi,Kamatsuka
3690121,Saitama Ken,Konosu Shi,Fukiagefujimi
3690132,Saitama Ken,Konosu Shi,Maesuna
3690217,Saitama Ken,Fukaya Shi,Yamaga
3690301,Saitama Ken,Kodama Gun,Kanakubo
3690306,Saitama Ken,Kodama Gun,Shichihongi
3690307,Saitama Ken,Kodama Gun,Kami
3691105,Saitama Ken,Fukaya Shi,Honda
3691108,Saitama Ken,Fukaya Shi,Tanaka
3691202,Saitama Ken,Osato Gun,Sakurazawa
3691216,Saitama Ken,Osato Gun,Tomida
3691224,Saitama Ken,Osato Gun,Hachigata
3691246,Saitama Ken,Fukaya Shi,Omaeda
3691304,Saitama Ken,Chichibu Gun,Honnogami
3691412,Saitama Ken,Chichibu Gun,Minano
3691503,Saitama Ken,Chichibu Shi,Shimoyoshida
3691623,Saitama Ken,Chichibu Gun,Ofuchi
3691803,Saitama Ken,Chichibu Shi,Arakawa Hino
3691872,Saitama Ken,Chichibu Shi,Kamikagemori
3691901,Saitama Ken,Chichibu Shi,Otaki
3700001,Gumma Ken,Takasaki Shi,Nakaomachi
3700002,Gumma Ken,Takasaki Shi,Hidakamachi
3700003,Gumma Ken,Takasaki Shi,Shimbotanakamachi
3700006,Gumma Ken,Takasaki Shi,Tonyamachi
3700014,Gumma Ken,Takasaki Shi,Motoshimanamachi
3700026,Gumma Ken,Takasaki Shi,Shimotakimachi
3700027,Gumma Ken,Takasaki Shi,Kamitakimachi
3700033,Gumma Ken,Takasaki Shi,Nakaoruimachi
3700035,Gumma Ken,Takasaki Shi,Shibasakimachi
3700036,Gumma Ken,Takasaki Shi,Minamioruimachi
3700041,Gumma Ken,Takasaki Shi,Higashikaizawamachi
3700044,Gumma Ken,Takasaki Shi,Iwaoshimachi
3700045,Gumma Ken,Takasaki Shi,Azumacho
3700046,Gumma Ken,Takasaki Shi,Egimachi
3700062,Gumma Ken,Takasaki Shi,Inaricho
3700063,Gumma Ken,Takasaki Shi,Iidamamachi
3700074,Gumma Ken,Takasaki Shi,Shimokotorimachi
3700077,Gumma Ken,Takasaki Shi,Kamikobanamachi
3700081,Gumma Ken,Takasaki Shi,Hamagawamachi
3700103,Gumma Ken,Isesaki Shi,Sakai Shimofuchina
3700124,Gumma Ken,Isesaki Shi,Sakai
3700126,Gumma Ken,Isesaki Shi,Sakai Shimotakeshi
3700314,Gumma Ken,Ota Shi,Nitta Ichinoicho
